Headline,URL,Publication Date,Author,Content
Saturday's  national newspaper front pages,https://news.sky.com/story/wednesdays-national-newspaper-front-pages-12427754,,Author not found,Content not found.
"Turkey faces 'truly great disaster', warns Erdogan amid raging wildfires and sweltering temperatures across Europe",https://news.sky.com/story/turkey-faces-truly-great-disaster-warns-erdogan-amid-raging-wildfires-and-sweltering-temperatures-across-europe-13401785,,Author not found,"Disaster zones have been declared in two provinces of Turkey as new wildfires broke out on the Mediterranean coast.

Smoke billowed across the sky in the popular resort of Antalya, with homes evacuated in the city centre and elsewhere.

In the nearby city of Manavgat locals grabbed hoses and buckets to help firefighters, with aircraft dumping water from above.

Otherwildfiresstarted on Friday in Adana and Mersin, further east along the coast.

Be the first to getBreaking News

Install the Sky News app for free

Turkey'sinterior minister declared the western provinces of Izmir and Bilecik ""disaster areas"" aftera month of firesin the country.

PresidentRecep Tayyip Erdoganalso said on Friday that the country faced ""a truly great disaster"" and that 25,000 people were involved in the emergency effort.

More on Cyprus

Cyprus attorney general appeals after five Israeli men cleared of gang raping British tourist in Ayia NapaHow a British woman accused of lying about being gang-raped in Cyprus won a human rights caseWhy are 700 British troops being deployed to Cyprus?

Cyprus attorney general appeals after five Israeli men cleared of gang raping British tourist in Ayia Napa

How a British woman accused of lying about being gang-raped in Cyprus won a human rights case

Why are 700 British troops being deployed to Cyprus?

Related Topics:

CyprusExtreme WeatherHeatwaveTurkeyWildfires

Thirteen people have been killed so far, including 10 volunteers and forestry workers in the central Eskisehir province on Wednesday.

Cyprushas also been enduring one of its worst wildfires in living memory. Temperatures have reached 43C (109F) on the island this week.

Two people were found dead in their car on Wednesday and scores of homes have been destroyed.

Spain, Egypt, Jordan and Israel were providing assistance, and planes from the RAF base on the island were also helping.

Elsewhere in southern Europe, firefighters inAlbaniahave been dealing with a blaze in the mountainous forests near Elbasan.

The devastating fires come amid dry, sweltering temperatures in southern parts of the continent.

Greece'siconic Acropolis was forced to limit its hours this week as it approached the mid-40s, while there's also been intense heat in the Balkans.

And it's not only southern Europe that's been getting abnormal heat:Finlandbroke a record this week after experiencing 14 straight days above 30C.

The previous record of 13 days was set in 1972.

Read more from Sky News:East and West Midlands officially in drought - which areas could be next?Top Boy actor charged with two counts of rapeWhere are hosepipe bans in place and what does it mean?

Follow our channel and never miss an update.

Respite looks to be ahead, however, with many areas expected to cool to more usual levels next week.

Most experts attribute the above-average temperatures for this time of year to human-causedclimate changeand say wildfires are likely to become more frequent.

2024 was the warmest year on record, withtemperatures exceeding 1.5Cabove the pre-industrial era for the first time."
Top Boy actor Micheal Ward charged with two counts of rape,https://news.sky.com/story/top-boy-actor-micheal-ward-charged-with-two-counts-of-rape-13401772,,Author not found,"Top Boy actor Micheal Ward has been charged with two counts of rape and is due to appear in court next month.

Ward, 27, has also been charged with two counts of assault by penetration and one count of sexual assault.

The offences relate to one woman and are reported to have taken place in January 2023.

""Our specialist officers continue to support the woman who has come forward - we know investigations of this nature can have a significant impact on those who make reports,"" said Detective Superintendent Scott Ware, whose team is leading the Met Police's investigation.

Ward, of Cheshunt, Hertfordshire, is due to appear at Thames Magistrates' Court on 28 August, the Crown Prosecution Service said.

Ward said he denies the charges of rape and sexual assault, adding in a statement: ""I recognise that proceedings are now ongoing, and I have full faith that they will lead to my name being cleared.""

In a statement, Catherine Baccas, deputy chief crown prosecutor for CPS London South, said: ""We remind all concerned that proceedings against the suspect are active and he has a right to a fair trial.

More from Ents & Arts

Gregg Wallace speaks out after MasterChef sackingCompany at heart of Coldplay viral video releases tongue-in-cheek clip - with a big twistGrammy-winning jazz singer Dame Cleo Laine dies

Gregg Wallace speaks out after MasterChef sacking

Company at heart of Coldplay viral video releases tongue-in-cheek clip - with a big twist

Grammy-winning jazz singer Dame Cleo Laine dies

""It is vital that there should be no reporting, commentary or sharing of information online which could in anyway prejudice these proceedings.""

Ward starred in the popular Netflix series Top Boy as Jamie. He also appeared in films like Blue Story, The Old Guard and Empire of Light.

In 2020, the Jamaican-born actor was awarded the Bafta Rising Star honour in 2020.

Read more from Sky News:Teenagers jailed for 15 years for machete murderHome Office threaten asylum seekers with homelessness

Follow our channel and never miss an update

He was nominated for Best Supporting Actor Bafta in 2021 for his role as Franklyn in the BBC series Small Axe, and 2022 for his performance as Stephen in Empire of Light.

Ward is also in the upcoming American film Eddington alongside Joaquin Phoenix and Pedro Pascal, which is set to be released in the UK next month.

He has more than a million followers on Instagram and participated in charity events like the Soccer Aid match at Stamford Bridge last year.

Ward gave a reading at the Christmas Eve carol service hosted by the Princess of Wales in 2023."
Crime commissioner apologises for claiming 'dead bodies' found in woodland,https://news.sky.com/story/crime-commissioner-apologises-for-claiming-dead-bodies-found-in-woodland-13401975,,Author not found,"A police and crime commissioner has apologised after claiming multiple human remains had been found in woodland during a murder investigation.

Alison Hernandez told a meeting of the Devon and Cornwall police and crime panel ""dead bodies"" had been found at Sticker, near St Austell.

She said investigations were ongoing to establish exactly how many had been found.

But Devon and Cornwall Police said the body of one man had been recovered from the woods and no other remains had been found.

Police and forensic experts have been carrying out extensive inquiries in the woodland since the discovery of the body of 43-year-old Daniel Coleman.

James Desborough, 39, is accused of murdering Mr Coleman between 2 June and 7 July. He is due back before Truro Crown Court next week.

Apologising, Ms Hernandez said: ""In trying to be helpful I responded to an operational question at the police and crime panel, however, I was not fully up to date with the facts of the investigation.

""I apologise for any alarm this may have caused.

""The police have operational primacy over these matters.

""Any investigation will unfold rapidly and I was not in possession of all the facts at that time.""

Read more:25% of young children now malnourished in Gaza, charity saysTrump issues warning to leaders as he arrives in Scotland

Be the first to getBreaking News

Install the Sky News app for free

Devon and Cornwall Police rejected Ms Hernandez's claims, with Detective Superintendent Jon Bancroft saying: ""We currently have three separate murder investigations being conducted in the Cornwall area.

""I have oversight of all of these investigations at this time, and can confirm they are being carried out independently of each other and are not believed to be linked.

""I can categorically state that we have recovered remains believed to be those of Daniel Coleman only from an area of woodland in Sticker.

""No other remains have been located at this scene to date."""
"Ghislaine Maxwell answered justice department questions 'about 100 different people', her lawyer says",https://news.sky.com/story/ghislaine-maxwell-answered-justice-department-questions-about-100-different-people-her-lawyer-says-13401865,,Author not found,"Ghislaine Maxwell answered ""every single question"" from the US justice department, her lawyer has said.

The imprisoned former girlfriend of convicted sex offenderJeffrey Epsteinanswered questions ""about 100 different people"" during one-and-a-half days of questioning in the federal courthouse in Tallahassee, Florida, her attorney David Oscar Markus said.

A senior administration official has confirmed to Sky News' US partner, NBC News, that Maxwell was granted limited immunity, meaning the information could not be used against her in any future cases or proceedings.

Mr Markus said Maxwell ""answered those questions honestly, truthfully, to the best of her ability"" when she met with deputy attorney general Todd Blanche.

""She never invoked a privilege. She never refused to answer a question, so we're very proud of her,"" Mr Markus added.

Maxwell,who was jailed in 2022for luring young girls to massage rooms for Epstein to abuse, is currently serving a 20-year prison sentence.

Epstein, 66,was found dead in his cellat a Manhattan federal jail in August 2019 as he awaited trial on sex trafficking charges. His death was ruled a suicide.

His case has generated endless attention and conspiracy theories due to his and Maxwell's links to famous people like royals, presidents and billionaires, includingDonald Trump.

Mr Trump is facing ongoing questions about the Epstein case. He denied prior knowledge of Epstein's crimes and claimed he cut off their relationship long ago.

The deputy US attorney general, Mr Blanche, announced earlier this week that Maxwell would be interviewed because of Mr Trump's directive to gather and release any credible evidence about others who may have committed crimes.

Maxwell's lawyer, Mr Markus, praised Mr Blanche's approach.

""The deputy attorney general is seeking the truth. He asked every possible question, and he was doing an amazing job,"" he said.

Please use Chrome browser for a more accessible video player

Chapters

descriptions off, selected

Captions settings, opens captions settings dialogCaptions off, selectedEnglish

en (Main), selected

This is a modal window.

Beginning of dialog window. Escape will cancel and close the window.

End of dialog window.

This is a modal window. This modal can be closed by pressing the Escape key or activating the close button.

This is a modal window. This modal can be closed by pressing the Escape key or activating the close button.

Be the first to getBreaking News

Install the Sky News app for free

Maxwell's immunity from future proceedings is ""limited"" because it only covers her if she tells the truth. Typically, prosecutors will consider the defendant's cooperation in an investigation when recommending a lighter sentence as part of a plea deal.

But since Maxwell has already been convicted, it is not clear how she might benefit from the immunity.

Mr Markus said Maxwell did not receive anything in return for answering the questions, but he acknowledged that Mr Trump could pardon her. ""We hope he exercises that power in the right and just way,"" Mr Markus said.

When asked whether he had thought about a pardon or clemency for Maxwell, Mr Trump claimed he had not considered it.

""I'm allowed to do it, but it's something I have not thought about,"" he told reporters outside the White House.

He later shut down another question, saying: ""I don't want to talk about that.""

Read more from Sky News:Analysis: Trump hopes to escape Epstein controversyScots divided as Trump heads to Turnberry

Listen to The World with Richard Engel and Yalda Hakim every Wednesday

Meanwhile, Maxwell's family have suggested the disgraced British socialite could use ""government misconduct"" to challenge her imprisonment.

Her family have frequently claimed she ""did not receive a fair trial"", but legal appeals against her sex trafficking convictions have been rejected by the courts.

Judges previously dismissed arguments from Maxwell's lawyers that she ""should never have been prosecuted"" because of a""weird"" agreement drafted more than 15 years ago.

The family argue that Maxwell should have been protected under an agreement Epstein had entered with the US Department of Justice in 2007, which agreed not to prosecute any of his co-conspirators.

During her trial in 2021, Maxwell was described as ""dangerous"" by prosecutors, who told jurors about how she would entice vulnerable girls to go to Epstein's properties for him to sexually abuse.

In a statement, her family said: ""Our sister Ghislaine did not receive a fair trial. Her legal team continues to fight her case in the courts and will file its reply in short order to the government's opposition in the US Supreme Court."""
"Sarina Wiegman on the Euros final, the Lionesses as campaigners, and their late comebacks",https://news.sky.com/story/sarina-wiegman-on-the-euros-final-the-lionesses-as-campaigners-and-their-late-comebacks-13401825,,,"England manager Sarina Wiegman has praised the Lionesses for using their platform, reaching a third successive final to advocate for ""positive change in society"" while focused on defending their Euros title.

In an interview with Sky News, she spoke about how, if the ""incredible support"" throughout the tournament in Switzerland is matched by an incredible performance, that can ""bring us the win"" against Spain on Sunday.

But while progressing,the teamhas called out social media abuse after defenderJess Carter faced racism online.

Players usedwinning their first trophy in 2022as a springboard to lobby the government to advocate for more access to football for girls.

""I think that's the high purpose of women's football,"" Weigman told Sky News when asked about players as campaigners while achieving sporting excellence.

""Of course it's England and we want to win, but there's a bigger picture too, and of course we saw that last week that we said this is enough [on racism].

""With Jess leading that, and everyone's supporting. We need to send a message out because it's unacceptable and disgusting.

""And that shows also that the identity of the women's game, that yes we want to improve and we want to get the results, but that gives us a platform to hopefully make a little change, positive change in society, and that's what we go for too.""

Please use Chrome browser for a more accessible video player

Chapters

descriptions off, selected

Captions settings, opens captions settings dialogCaptions off, selectedEnglish

en (Main), selected

This is a modal window.

Beginning of dialog window. Escape will cancel and close the window.

End of dialog window.

This is a modal window. This modal can be closed by pressing the Escape key or activating the close button.

This is a modal window. This modal can be closed by pressing the Escape key or activating the close button.

Comebacks

It has been a challenging tournament on the pitch defending their European crown. The opening match waslost to Francebefore emphatic wins against the Netherlands and Wales took them into the knockout phase.

They were facing elimination against Sweden before coming back from 2-0 down to 2-2 beforewinning on penalties.

And they came even closer to being knocked out in the semi-final by Italy until Michelle Agyemang equalised in the 96th minute and Chloe Kelly struck the winner in extra time.

Asked about the impact of the drama on the England manager, attacking midfielder Ella Toone joked: ""We've almost killed her twice this tournament.""

Please use Chrome browser for a more accessible video player

Chapters

descriptions off, selected

Captions settings, opens captions settings dialogCaptions off, selectedEnglish

en (Main), selected

This is a modal window.

Beginning of dialog window. Escape will cancel and close the window.

End of dialog window.

This is a modal window. This modal can be closed by pressing the Escape key or activating the close button.

This is a modal window. This modal can be closed by pressing the Escape key or activating the close button.

So how does Wiegman cope with the frenzied finishes?

""I'm never angry at the players because I know they give their best and they do everything to make it work,"" she said in our interview at the team's Zurich hotel.

""I'm just really proud of them. How we show up, how we step up when necessary and I just hope that we do a little bit earlier now.

""But first, the most important thing is that we play at our best because that makes the chance of winning as high as possible and we want that best outcome of course.""

The outcome in 2023 waslosing the World Cup final to Spain, and Sunday's game in Basel is a rematch.

""Spain is a very good country, they play very good football, but I think we're really good too, so we have our tactical plan ready,"" Wiegman said.

""We have to be at our best. Then if we are at our best we can win and the urgency is there to be our best to make that possible.""

Read more:FA could boycott social media over racismWhen is the Women's Euro 2025 final?Why is Lucy Bronze the Lionesses' golden girl?

Please use Chrome browser for a more accessible video player

Chapters

descriptions off, selected

Captions settings, opens captions settings dialogCaptions off, selectedEnglish

en (Main), selected

This is a modal window.

Beginning of dialog window. Escape will cancel and close the window.

End of dialog window.

This is a modal window. This modal can be closed by pressing the Escape key or activating the close button.

This is a modal window. This modal can be closed by pressing the Escape key or activating the close button.

Five finals

The double European champion has unprecedented managerial experience at her five international tournaments - only reaching the finals with the Netherlands and England.

""It's very special because playing a final is very special,"" Wiegman said. ""There are many teams in the competition and there is only a spot for two countries to play a final and it's very, very hard to get through to the final.

""So I feel grateful and I'm really, really excited to play another final with England. And yes, I've noticed a couple of things, what it does with the country.

""Of course, I already did that after the Euros, but also after the World Cup. So I'm excited about that too, of course.""

Super-subs

She can feel vindicated by the results, however much the clamour is to make substitutions earlier.

""I don't feel that resistance, I don't feel that because I'm in the game and we have our bubble,"" she said.

""And the only thing I'm focusing on is my bubble, everything outside I'm not focusing on and don't pay attention to.

""Of course there's pressure, of course when you're down or 2-0 down or 1-0 then there's pressure because you need to score a goal and then you make your subs and it's incredible that the subs make a difference.""

Please use Chrome browser for a more accessible video player

Chapters

descriptions off, selected

Captions settings, opens captions settings dialogCaptions off, selectedEnglish

en (Main), selected

This is a modal window.

Beginning of dialog window. Escape will cancel and close the window.

End of dialog window.

This is a modal window. This modal can be closed by pressing the Escape key or activating the close button.

This is a modal window. This modal can be closed by pressing the Escape key or activating the close button.

With the team often rescued by super-subs Kelly and Agyemang, who is playing her first tournament at 19.

""She brings something different with her qualities and it's really nice that she shows that too,"" Wiegman said.

Read more from Sky News:Another resignation after viral Coldplay concert videoRiverdance star 'to make bid for Irish presidency'All we learnt from the Jay Slater inquest

Follow our channel and never miss an update.

Support

England have never won a trophy on foreign soil before - with the men and women only collecting trophies at Wembley.

Thousands of fans are expected in Basel and millions watching back home.

""I'd really like to thank everyone with the incredible support we've had here in Switzerland,"" Wiegman said.

Be the first to getBreaking News

Install the Sky News app for free

""England is totally overloaded with the fans, there's so many here and we know there's so many watching from home and supporting us.

""That feels incredible and we're very very thankful for that and I hope we can put an incredible performance on the pitch again on Sunday and I hope that will bring us the win."""
"'No one should be subjected to racist abuse,' Meta tells Sky News - five days after England star Jess Carter quit social media",https://news.sky.com/story/no-one-should-be-subjected-to-racist-abuse-meta-tells-sky-news-five-days-after-england-star-jess-carter-quit-social-media-13401852,,,"Instagram's owners have taken five days to respond publicly to racism suffered by England star Jess Carter - and to raise issues about a Sky News interview with the head of the Football Association about the abuse.

Whilethe FAand police had been in operational discussions with social media platforms, FA chief executive Mark Bullingham told Sky News on Thursday he had received no direct contact and saidthey had ""avoided responsibility"".

In a statement breaking its silence,Metatold Sky News: ""We're surprised to read these comments since we have been working directly with the FA and UEFA both before and during this tournament.""

Please use Chrome browser for a more accessible video player

Chapters

descriptions off, selected

Captions settings, opens captions settings dialogCaptions off, selectedEnglish

en (Main), selected

This is a modal window.

Beginning of dialog window. Escape will cancel and close the window.

End of dialog window.

This is a modal window. This modal can be closed by pressing the Escape key or activating the close button.

This is a modal window. This modal can be closed by pressing the Escape key or activating the close button.

Carter went public on Sunday withthe online hate she has been facingthroughout England's defence of the European Championship title - removing herself from social media.

Sky News immediately asked Instagram owner Meta for comment, with follow-ups including DMs to Instagram head Adam Mosseri.

The response from Meta's Press Office only came late on Friday to ask us to update our coverage of Thursday's interview with Mr Bullingham ""ASAP"" as ""it's really important in the lead up to Sunday's game that your readers know we're firmly taking action on this matter"".

Be the first to getBreaking News

Install the Sky News app for free

We first asked Meta for comment before we aired an interview with Kick It Out chairman Sanjay Bhandari, who said social media companies have ""actually gone backwards over the last four or five years, not forwards. It's got worse on social media, not better"".

There was no response at the time to explain what Meta was doing - only to counter comments from the FA at the end of the week.

""No one should be subjected to racist abuse and we remove this content when we find it,"" Meta asked us to attribute to an unnamed spokesperson.

""We're surprised to read these comments [from Mr Bullingham] since we have been working directly with the FA and UEFA both before and during this tournament.

""We have proactively removed a number of violating comments and taken action against accounts which break our rules.

""We've also developed several tools to help protect people from having to see abuse, including Hidden Words which filters offensive comments and DMs.

""No one thing will stop racist behaviour overnight, but we'll continue working to protect our community from abuse and cooperate with police investigations.""

The email from Meta ended: ""Let me know if you have any questions.""

Read more from Sky News:Epping council demands government close asylum hotelNew internet rules enforced from todayDoctors on strike want what Labour does not have

Follow our channel and never miss an update.

Two hours after sending that, there was no response to follow-up requests to discuss the issues raised.

X still has not responded to Sky News after five days.

TheLionessesplay Spain in Sunday's Euros final."
Trump issues warning to leaders as he arrives in Scotland,https://news.sky.com/story/immigration-is-killing-europe-donald-trump-issues-warning-to-leaders-as-he-arrives-in-scotland-13401882,,Author not found,"Donald Trump has landed in Scotland for a four-day trip including high-level meetings - praising Sir Keir Starmer as ""a good man"" but calling illegal migration a ""horrible invasion"" that is ""killing Europe"".

Crowds gathered at Prestwick Airport in Ayrshire amid amajor security operationfor theUS president'svisit.

Mr Trump told reporters: ""I like your prime minister. He's slightly more liberal than I am... but he's a good man... he got a trade deal done. It's a good deal for the UK.""

The pair are expected to discuss potential changes to the UK-US trade deal which came into force last month.

Trump left Air Force One to head to Turnberry, one of hisScottishgolf courses. Part of the trip will include the opening of another course in Aberdeenshire, billed as ""the greatest 36 holes in golf"".

""There's no place like Turnberry. It's the best, probably the best course in the world. And I would say Aberdeen is right up there,"" the US president said.

""Sean Conneryhelped get me the [planning] permits. If it weren't for Sean Connery, we wouldn't have those great courses,"" he added.

During the trip, President Trump will also hold discussions with Scotland's First MinisterJohn Swinneyand EU Commission PresidentUrsula von der Leyen, who is keen to secure a trade deal with the US.

Mr Trump told reporters there was ""a good 50-50 chance"" of an agreement with the EU but added there were ""maybe 20 different"" sticking points.

EU diplomats say a deal could result in a broad 15% tariff on EU goods and half of the 30% Trump is threatening to impose by 1 August.

The US president touched on illegal immigration and gave European leaders a stark warning.

""You better get your act together or you're not going to have Europe anymore. You got to get your act together,"" he said.

""But you're allowing it to happen to your countries and you got to stop this horrible invasion that's happening to Europe. Immigration is killing Europe.""

Please use Chrome browser for a more accessible video player

Chapters

descriptions off, selected

Captions settings, opens captions settings dialogCaptions off, selectedEnglish

en (Main), selected

This is a modal window.

Beginning of dialog window. Escape will cancel and close the window.

End of dialog window.

This is a modal window. This modal can be closed by pressing the Escape key or activating the close button.

This is a modal window. This modal can be closed by pressing the Escape key or activating the close button.

He was also scathing about the installation of wind turbines across the continent.

""Stop the windmills. You're ruining your countries,"" he said. ""It's so sad. You fly over and you see these windmills all over the place, ruining your beautiful fields and valleys and killing your birds.""

Read more from Sky News:Epstein risks following TrumpGhislaine Maxwell questionedEpstein questions keep coming

Follow our channel and never miss an update.

Domestically, Mr Trump faces the biggest political crisis of his second term in office over his administration's handling of files linked to disgraced financier and sex offenderJeffrey Epstein, who died in prison in 2019.

He faced another round of questions after stepping off Air Force One.

""You're making a big thing over something that's not a big thing. I'm focused on making deals, not on conspiracy theories that you are,"" he said.

Mr Trump added that ""now's not the time"" to discuss a pardon forGhislaine Maxwell, Epstein's imprisoned accomplice.

Please use Chrome browser for a more accessible video player

Chapters

descriptions off, selected

Captions settings, opens captions settings dialogCaptions off, selectedEnglish

en (Main), selected

This is a modal window.

Beginning of dialog window. Escape will cancel and close the window.

End of dialog window.

This is a modal window. This modal can be closed by pressing the Escape key or activating the close button.

This is a modal window. This modal can be closed by pressing the Escape key or activating the close button.

👉Follow Trump100 on your podcast app👈

While the president's visit did attract some enthusiastic flag-waving supporters at Prestwick Airport, he is also likely to trigger a number of protests, prompting Police Scotland to call in support from other forces in the UK.

The Stop Trump Scotland group has planned demonstrations on Saturday in Edinburgh, Aberdeen and Dumfries.

About 70% of Scots have an unfavourable opinion of Mr Trump, while 18% have a positive opinion, an Ipsos poll in March found.

Be the first to getBreaking News

Install the Sky News app for free

Mr Trump is staying at his Turnberry property on Scotland's west coast this weekend, before travelling to Aberdeenshire on Monday, where he will open a second 18-hole course.

He is due to return to the UK in September for a state visit hosted by the King - the first world leader in modern times to undertake two UK state visits."
Home Office threatens asylum seekers with homelessness if they refuse hotel move,https://news.sky.com/story/home-office-threaten-asylum-seekers-with-homelessness-if-they-refuse-hotel-move-13401695,,,"Asylum seekers risk becoming homeless if they refuse accommodation under plans to end the use of expensive hotels.

Announcing the policy on Friday, the Home Office said some migrants were ""gaming the system"" by resisting efforts to move them into alternative housing without a valid reason.

Politics Live:Macron lays out plan for France to recognise a Palestinian state.

The new Failure to Travel policy means housing support will be removed from those who block transfer requests.

The Home Office said this will ""ensure individuals who are moved from hotels to suitable alternative accommodation must take it"".

They added: ""Those who refuse to move without a valid reason will now risk losing their housing and support. It is a firm but fair approach, aimed to end abuse of asylum support and contribute towards the closure of costly hotel accommodation.

""While the government has a duty to support all asylum seekers who would otherwise be destitute in appropriate accommodation, the new policy establishes clear consequences for those who game the system whilst protecting the vulnerable.""

More from Politics

25% of young children and pregnant women malnourished in Gaza, charity says, as PM vows to fly critical medical cases to UKOver 200 MPs sign cross-party letter demanding Starmer recognise Palestine as a stateScottish Labour MSPs heap pressure on Starmer to recognise Palestinian state

25% of young children and pregnant women malnourished in Gaza, charity says, as PM vows to fly critical medical cases to UK

Over 200 MPs sign cross-party letter demanding Starmer recognise Palestine as a state

Scottish Labour MSPs heap pressure on Starmer to recognise Palestinian state

There would be several steps before stripping someone of accommodation - with it being a last resort, Sky News understands.

It follows a week of unrestoutside a hotel in Epping used to house asylum seekers.

Several demonstrations have been held outside the Bell Hotel since 13 July, after an asylum seeker was charged with allegedly attempting to kiss a 14-year-old girl.

Hadush Gerberslasie Kebatu, 38, from Ethiopia, denied sexually assaulting the 14-year-old girl at Chelmsford Magistrates' Court last week and will stand trial in August.

On Thursday Epping council unanimously voted to urge the government to shut the site.

Ministers are under pressure to restore order amid fears of further unrest, like that seen in Southport last summer.

Labour has pledged to end the use of asylum hotels by the end of this parliament, a move chancellor Rachel Reeveshas claimed will save £1bn a year.

However there is a question mark as to how this will be achieved as Channel Crossings continue to rise. Nearly 20,000 migrants made the journey to the UK inthe first six months of this year, a rise of almost 50% on the number crossing in 2024 and a new record for the first half of a year.

Ministers say they inherited a ""broken system"", with 400 hotels being used to accommodate asylum seekers at the peak of the crisis under the Tories, costing £9 million per day.

Minister for Border Security and Asylum, Dame Angela Eagle, said: ""We inherited an asylum system on the brink of collapse - mismanaged, under strain, and costing the public a fortune. We are getting a grip.

""We are working to close hotels, restore order, and put fairness and value for money at the heart of our asylum system. This government is making those necessary decisions to protect the taxpayer and uphold the integrity of our borders.

""These reforms to the Failure to Travel policy are another example of this government's action to transform the asylum accommodation system and crack down on those who abuse our system, so it operates fairly and saves the taxpayer money."""
"Two teenagers sentenced to at least 15 years for machete murder of boy, 14, on London bus",https://news.sky.com/story/two-teenagers-sentenced-to-at-least-15-years-for-machete-murder-of-boy-14-on-london-bus-13401527,,Author not found,"Two teenagers have been sentenced to at least 15 years for the machete murder of 14-year-old Kelyan Bokassa on a bus.

Kelyan was killed on 7 January in Woolwich, southeastLondon, in what prosecutors said was a planned attack.

The defendants, now 16, who are too young to be named, stabbed him 27 times with machetes.

Theypleaded guiltyin May, with one appearing to change his plea at the last moment, and both admitted possessing an offensive weapon.

On Friday, Judge Mark Lucraft KC sentenced the two boys to life in prison, with a minimum term of 15 years and 110 days before they can be considered for parole. One appeared to smile as he was sent down.

The judge noted that during the attack, ""the CCTV shows you were smiling"", and said Kelyan's death was a ""senseless loss"" of another boy to the ""horrors ofknife crime"".

Marie Bokassa, Kelyan's mother, said later that the boys ""shattered an entire world"" in a statement read outside the court on her behalf.

Please use Chrome browser for a more accessible video player

Chapters

descriptions off, selected

Captions settings, opens captions settings dialogCaptions off, selectedEnglish

en (Main), selected

This is a modal window.

Beginning of dialog window. Escape will cancel and close the window.

End of dialog window.

This is a modal window. This modal can be closed by pressing the Escape key or activating the close button.

This is a modal window. This modal can be closed by pressing the Escape key or activating the close button.

Mother 'a broken soul' after murder

Prosecutor Tom Little KC previously told the Old Bailey that Kelyan was attacked ""almost instantaneously"" by the boys on the top deck.

The 14-year-old suffered a severed femoral artery during the attack, which happened in the middle of the afternoon in Woolwich Church Street, and died shortly after medics arrived.

Marie Bokassa, Kelyan's mother, described herself in a victim impact statement on Friday as ""a broken soul whose life changed forever the day my child's life was taken from me by another child"".

""I ask myself what has happened to those two boys that has resulted in that terrible act of violence and I cannot imagine how can they be so angry,"" she added.

""What they did was horrific and I do not know what has led them to do this and maybe I will never.

""That moment of violence may have lasted seconds but its consequences are eternal.""

She then told the court she had spent her son's 15th birthday at his graveside, and said she is scared to take public transport - particularly the 472 bus route, on which her son was killed.

""I feel judged,"" Ms Bokassa said, before adding: ""These two young boys took my son's life without hesitation, they will now have to face the consequences of their actions here today.

""My only hope is they get the help they need before they ever get released into society.""

Young people urged to stop carrying knives

Ms Bokassa said Kelyan's life ""was not theirs to take"" and pleaded with young people to stop carrying knives.

""I beg you to stop,"" she said. ""Before you raise that blade, think of your own mother, think of the mothers who will cry every night like I do, who will scream into her pillow, who will walk past her child's empty room and collapse with grief.

""Don't let a moment of anger steal your future. Don't let the streets raise you in a way your mother never would.""

Detective Chief Inspector Sarah Lee, whose team led the Metropolitan Police investigation, added: ""The harsh reality in London is that violence disproportionately affects young black men and boys.

""The fact we're seeing so many teenagers like Kelyan die should be at the forefront of the minds of every politician, every policy maker and everyone who wants better for children growing up in London.

""Without this collective effort, we won't be able to tackle knife crime in its entirety.""

Read more from Sky News:Top Boy actor charged with two counts of rapeTour de France shortens to avoid diseased cowsNew internet rules enforced from today

Follow our channel and never miss an update.

Speaking after his death, Ms Bokassa said Kelyanhad been groomed by gangsfrom the age of six, and she was not surprised when she found out he was dead.

She said the pair had spent Christmas together, after he was previously in care for several years, but she was concerned he still had ""one foot in the streets"".

Please use Chrome browser for a more accessible video player

Chapters

descriptions off, selected

Captions settings, opens captions settings dialogCaptions off, selected

en (Main), selected

This is a modal window.

Beginning of dialog window. Escape will cancel and close the window.

End of dialog window.

This is a modal window. This modal can be closed by pressing the Escape key or activating the close button.

This is a modal window. This modal can be closed by pressing the Escape key or activating the close button.

Be the first to getBreaking News

Install the Sky News app for free

Ms Bokassa added she had tried to stop him from associating with gangs but did not get support from authorities.

One of the machetes used in the attack was thrown in the River Thames but later recovered."
